,Hour,TARGET,DHI,DNI,WS,RH,T,Target1,Target2
216,12,25.80646454,218,123,8.0,67.17,6,42.22736781,20.92761669
217,12,20.64517164,198,48,7.8,67.18,6,41.85201343,26.0891365
218,13,18.11144603,179,31,7.7,69.26,6,38.94301698,24.11810933
219,13,25.14984913,191,183,7.5,69.29,5,34.62682218,24.11810933
220,14,15.67173434,153,36,7.3,69.79,5,29.55948235,26.83960805
221,14,16.42247611,142,100,7.1,74.91,5,23.74168644,33.03372679
222,15,9.196586621,96,4,6.9,74.5,5,17.82992096,26.18298232
223,15,6.381375136,68,0,6.4,80.02,4,11.730469,18.67552238
224,16,3.566062576,38,0,6.0,78.19,4,6.66297962,10.79250591
225,16,1.032292617,11,0,5.4,78.22,3,2.064607925,3.4724096280000003
226,17,0.0,0,0,4.9,76.52,3,0.0,0.0
227,17,0.0,0,0,4.6,82.24,3,0.0,0.0
228,18,0.0,0,0,4.3,80.88,3,0.0,0.0
229,18,0.0,0,0,3.7,80.93,3,0.0,0.0
230,19,0.0,0,0,3.2,74.19,3,0.0,0.0
231,19,0.0,0,0,2.6,79.75,3,0.0,0.0
232,20,0.0,0,0,2.1,78.5,3,0.0,0.0
233,20,0.0,0,0,1.8,78.55,2,0.0,0.0
234,21,0.0,0,0,1.5,76.9,2,0.0,0.0
235,21,0.0,0,0,1.4,82.7,2,0.0,0.0
236,22,0.0,0,0,1.3,81.7,2,0.0,0.0
237,22,0.0,0,0,1.3,81.73,1,0.0,0.0
238,23,0.0,0,0,1.3,79.15,1,0.0,0.0
239,23,0.0,0,0,1.4,79.16,1,0.0,0.0
240,0,0.0,0,0,1.5,77.41,1,0.0,0.0
241,0,0.0,0,0,1.7,77.42,1,0.0,0.0
242,1,0.0,0,0,1.9,76.77,1,0.0,0.0
243,1,0.0,0,0,2.0,76.77,1,0.0,0.0
244,2,0.0,0,0,2.2,76.39,1,0.0,0.0
245,2,0.0,0,0,2.2,76.37,0,0.0,0.0
246,3,0.0,0,0,2.3,76.21,0,0.0,0.0
247,3,0.0,0,0,2.4,76.2,0,0.0,0.0
248,4,0.0,0,0,2.5,81.63,0,0.0,0.0
249,4,0.0,0,0,2.6,81.64,0,0.0,0.0
250,5,0.0,0,0,2.7,81.49,0,0.0,0.0
251,5,0.0,0,0,2.6,81.51,0,0.0,0.0
252,6,0.0,0,0,2.6,81.8,0,0.0,0.0
253,6,0.0,0,0,2.6,81.8,0,0.0,0.0
254,7,0.0,0,0,2.6,82.95,0,0.0,0.0
255,7,0.0,0,0,2.8,77.14,1,0.0,0.0
256,8,5.255365626000001,31,266,3.0,79.24,2,0.750824275,7.319893102999999
257,8,11.07368444,55,366,3.1,73.76,3,1.595484051,15.20268782
258,9,13.51335177,98,190,3.2,76.11,5,4.880250525,23.08530927
259,9,21.11438008,113,363,3.3,70.93,6,3.75399761,30.31086563
260,10,26.65074684,131,422,3.4,70.36,7,5.443236715,36.59785657
261,10,29.84100123,157,398,3.3,65.62,8,8.446308975,41.75909275
262,11,38.37998541,102,700,3.3,63.78,9,12.29407195,45.60605848
263,11,40.91362747,105,722,3.3,63.76,9,16.8924323,48.13972839
264,12,42.22736781,102,744,3.4,60.36,9,20.92761669,49.26580391
265,12,41.85201343,101,742,3.3,60.34,9,26.0891365,48.89044541
266,13,38.94301698,113,673,3.2,61.57,9,24.11810933,47.01365288
267,13,34.62682218,127,576,2.9,65.92,8,24.11810933,43.82358723
268,14,29.55948235,131,479,2.6,69.22,8,26.83960805,39.22539499
269,14,23.74168644,121,395,2.3,79.48,7,33.03372679,33.50148306
270,15,17.82992096,101,325,2.0,80.75,6,26.18298232,26.65133266
271,15,11.730469,77,235,1.9,93.04,4,18.67552238,19.05049103
272,16,6.66297962,48,177,1.9,89.3,3,10.79250591,10.980081
273,16,2.064607925,22,0,2.0,96.02,2,3.4724096280000003,3.660067223
274,17,0.0,0,0,2.1,90.05,1,0.0,0.0
275,17,0.0,0,0,2.3,90.08,1,0.0,0.0
276,18,0.0,0,0,2.5,87.11,1,0.0,0.0
277,18,0.0,0,0,2.7,87.12,1,0.0,0.0
278,19,0.0,0,0,3.0,84.3,1,0.0,0.0
279,19,0.0,0,0,3.0,84.31,1,0.0,0.0
280,20,0.0,0,0,3.0,81.26,1,0.0,0.0
281,20,0.0,0,0,2.8,81.26,0,0.0,0.0
282,21,0.0,0,0,2.7,78.27,0,0.0,0.0
283,21,0.0,0,0,2.3,78.28,0,0.0,0.0
284,22,0.0,0,0,2.0,82.04,0,0.0,0.0
285,22,0.0,0,0,1.5,88.34,0,0.0,0.0
286,23,0.0,0,0,1.1,92.08,-1,0.0,0.0
287,23,0.0,0,0,1.5,92.11,-1,0.0,0.0
288,0,0.0,0,0,1.9,86.51,-2,0.0,0.0
289,0,0.0,0,0,1.8,86.54,-2,0.0,0.0
290,1,0.0,0,0,1.7,85.72,-3,0.0,0.0
291,1,0.0,0,0,1.4,85.73,-3,0.0,0.0
292,2,0.0,0,0,1.1,87.04,-4,0.0,0.0
293,2,0.0,0,0,1.0,87.04,-4,0.0,0.0
294,3,0.0,0,0,0.9,90.47,-4,0.0,0.0
295,3,0.0,0,0,0.9,90.47,-4,0.0,0.0
296,4,0.0,0,0,0.9,87.82,-4,0.0,0.0
297,4,0.0,0,0,0.9,87.84,-4,0.0,0.0
298,5,0.0,0,0,0.9,84.25,-5,0.0,0.0
299,5,0.0,0,0,1.0,84.29,-5,0.0,0.0
300,6,0.0,0,0,1.1,86.59,-5,0.0,0.0
301,6,0.0,0,0,1.2,86.63,-5,0.0,0.0
302,7,0.0,0,0,1.3,80.3,-6,0.0,0.0
303,7,0.0,0,0,1.4,80.34,-5,0.0,0.0
304,8,0.750824275,8,0,1.5,78.68,-5,7.319893102999999,7.132752227999999
305,8,1.595484051,17,0,1.5,72.89,-4,15.20268782,15.01599044
306,9,4.880250525,52,0,1.5,71.79,-3,23.08530927,8.070917465
307,9,3.75399761,40,0,1.3,66.56,-2,30.31086563,12.57561559
308,10,5.443236715,58,0,1.1,66.1,-1,36.59785657,17.92474761
309,10,8.446308975,90,0,1.0,61.34,0,41.75909275,20.27069599
310,11,12.29407195,131,0,1.0,61.84,0,45.60605848,26.27653935
311,11,16.8924323,172,18,0.9,57.45,1,48.13972839,30.68724416
312,12,20.92761669,201,48,0.9,61.08,2,49.26580391,28.34112458
313,12,26.0891365,218,129,0.9,61.03,2,48.89044541,29.46726198
314,13,24.11810933,208,110,0.9,59.5,3,47.01365288,30.78075066
315,13,24.11810933,194,148,0.9,59.47,3,43.82358723,44.10656344
316,14,26.83960805,156,338,0.9,57.81,3,39.22539499,39.41437584
317,14,33.03372679,59,872,0.9,62.08,2,33.50148306,33.59643245
318,15,26.18298232,52,823,1.0,66.16,2,26.65133266,26.7460572
319,15,18.67552238,44,744,1.0,71.09,1,19.05049103,19.14475661
320,16,10.79250591,33,619,1.0,71.55,0,10.980081,11.16789742
321,16,3.4724096280000003,37,0,1.2,76.97,-1,3.660067223,3.847805264
322,17,0.0,0,0,1.5,83.65,-2,0.0,0.0
323,17,0.0,0,0,1.8,77.6,-2,0.0,0.0
324,18,0.0,0,0,2.2,77.56,-2,0.0,0.0
325,18,0.0,0,0,2.6,77.52,-1,0.0,0.0
326,19,0.0,0,0,3.0,76.69,-1,0.0,0.0
327,19,0.0,0,0,3.1,71.18,-1,0.0,0.0
328,20,0.0,0,0,3.2,67.68,-1,0.0,0.0
329,20,0.0,0,0,3.1,67.64,0,0.0,0.0
330,21,0.0,0,0,3.0,63.64,0,0.0,0.0
331,21,0.0,0,0,3.1,63.6,0,0.0,0.0
332,22,0.0,0,0,3.2,61.12,0,0.0,0.0
333,22,0.0,0,0,3.4,56.75,0,0.0,0.0
334,23,0.0,0,0,3.7,56.9,0,0.0,0.0
335,23,0.0,0,0,3.9,52.87,0,0.0,0.0
336,0,0.0,0,0,4.1,55.67,1,0.0,0.0
337,0,0.0,0,0,4.4,55.65,1,0.0,0.0
338,1,0.0,0,0,4.7,59.43,1,0.0,0.0
339,1,0.0,0,0,4.8,59.41,1,0.0,0.0
340,2,0.0,0,0,4.9,62.72,2,0.0,0.0
341,2,0.0,0,0,4.8,62.69,2,0.0,0.0
342,3,0.0,0,0,4.7,64.27,2,0.0,0.0
343,3,0.0,0,0,4.5,64.25,1,0.0,0.0
344,4,0.0,0,0,4.4,64.11,1,0.0,0.0
345,4,0.0,0,0,4.2,64.11,1,0.0,0.0
346,5,0.0,0,0,4.1,63.79,1,0.0,0.0
347,5,0.0,0,0,4.0,63.8,1,0.0,0.0
348,6,0.0,0,0,4.0,63.77,1,0.0,0.0
349,6,0.0,0,0,4.1,63.78,1,0.0,0.0
350,7,0.0,0,0,4.2,64.31,1,0.0,0.0
351,7,0.0,0,0,4.4,64.32,2,0.0,0.0
352,8,7.319893102999999,24,563,4.6,64.53,3,7.132752227999999,4.879982367
353,8,15.20268782,36,726,4.3,60.07,4,15.01599044,10.32292617
354,9,23.08530927,44,821,4.0,61.91,5,8.070917465,16.32881285
355,9,30.31086563,50,880,3.4,57.71,6,12.57561559,25.14984913
356,10,36.59785657,56,917,2.8,57.91,7,17.92474761,30.87357644
357,10,41.75909275,60,943,2.6,54.02,7,20.27069599,37.06705986
358,11,45.60605848,66,955,2.5,51.6,8,26.27653935,38.943445
359,11,48.13972839,67,965,2.4,51.58,8,30.68724416,41.75863379
360,12,49.26580391,68,969,2.3,53.15,8,28.34112458,43.16575376
361,12,48.89044541,68,967,2.3,56.92,8,29.46726198,49.35910104
362,13,47.01365288,67,959,2.3,58.65,8,30.78075066,47.57616773
363,13,43.82358723,65,945,2.3,62.87,7,44.10656344,44.19846408
364,14,39.22539499,61,922,2.3,64.42,7,39.41437584,39.69416201
365,14,33.50148306,57,888,2.0,69.1,6,33.59643245,33.87684982
366,15,26.65133266,52,832,1.8,77.38,5,26.7460572,26.93286082
367,15,19.05049103,44,753,1.7,89.29,3,19.14475661,19.33181291
368,16,10.980081,34,612,1.7,85.85,1,11.16789742,11.26137401
369,16,3.660067223,19,378,1.7,92.39,0,3.847805264,3.941567537
370,17,0.0,0,0,1.7,92.17,-1,0.0,0.0
371,17,0.0,0,0,1.5,92.2,-1,0.0,0.0
372,18,0.0,0,0,1.3,97.2,-2,0.0,0.0
373,18,0.0,0,0,1.3,97.21,-2,0.0,0.0
374,19,0.0,0,0,1.3,100.0,-2,0.0,0.0
375,19,0.0,0,0,1.4,100.0,-2,0.0,0.0
376,20,0.0,0,0,1.6,100.0,-3,0.0,0.0
377,20,0.0,0,0,1.8,100.0,-3,0.0,0.0
378,21,0.0,0,0,2.0,98.06,-4,0.0,0.0
379,21,0.0,0,0,2.1,98.07,-4,0.0,0.0
380,22,0.0,0,0,2.3,94.25,-5,0.0,0.0
381,22,0.0,0,0,2.4,94.26,-5,0.0,0.0
382,23,0.0,0,0,2.6,91.72,-6,0.0,0.0
383,23,0.0,0,0,2.5,91.74,-6,0.0,0.0
384,0,0.0,0,0,2.5,84.72,-7,0.0,0.0
385,0,0.0,0,0,2.3,84.72,-7,0.0,0.0
386,1,0.0,0,0,2.2,87.32,-7,0.0,0.0
387,1,0.0,0,0,1.9,87.32,-7,0.0,0.0
388,2,0.0,0,0,1.7,84.66,-7,0.0,0.0
389,2,0.0,0,0,1.4,84.63,-7,0.0,0.0
390,3,0.0,0,0,1.2,83.5,-7,0.0,0.0
391,3,0.0,0,0,1.2,83.47,-7,0.0,0.0
392,4,0.0,0,0,1.3,83.38,-7,0.0,0.0
393,4,0.0,0,0,1.4,77.11,-7,0.0,0.0
394,5,0.0,0,0,1.6,78.38,-7,0.0,0.0
395,5,0.0,0,0,1.5,78.37,-7,0.0,0.0
396,6,0.0,0,0,1.4,78.88,-7,0.0,0.0
397,6,0.0,0,0,1.5,78.88,-6,0.0,0.0
398,7,0.0,0,0,1.6,79.35,-6,0.0,0.0
399,7,0.0,0,0,1.8,73.46,-5,0.0,0.0
400,8,7.132752227999999,29,488,2.0,74.67,-4,4.879982367,0.469234231
401,8,15.01599044,44,664,1.6,64.19,-2,10.32292617,1.126149777
402,9,8.070917465,86,0,1.2,64.85,0,16.32881285,5.818376569
403,9,12.57561559,123,35,0.8,60.24,0,25.14984913,6.569134836
404,10,17.92474761,159,88,0.5,61.21,1,30.87357644,14.0765628
405,10,20.27069599,182,84,0.9,61.18,2,37.06705986,11.82431275
406,11,26.27653935,205,167,1.3,59.62,3,38.943445,37.06828204
407,11,30.68724416,213,246,1.4,59.58,3,41.75863379,40.16512586
408,12,28.34112458,224,164,1.5,57.61,3,43.16575376,40.63434462
409,12,29.46726198,221,198,1.5,57.59,3,49.35910104,32.18840694
410,13,30.78075066,205,269,1.5,59.47,4,47.57616773,8.727468936000001
411,13,44.10656344,79,912,1.4,59.47,4,44.19846408,8.821409637
412,14,39.41437584,75,886,1.3,61.04,4,39.69416201,8.446030504
413,14,33.59643245,69,848,1.2,65.56,3,33.87684982,9.759964734
414,15,26.7460572,60,799,1.1,74.06,2,26.93286082,16.32917177
415,15,19.14475661,50,717,0.9,74.05,1,19.33181291,6.28773869
416,16,11.16789742,37,593,0.8,73.74,0,11.26137401,5.443176895
417,16,3.847805264,20,358,1.0,79.35,-1,3.941567537,1.87695755
418,17,0.0,0,0,1.2,80.99,-2,0.0,0.0
419,17,0.0,0,0,1.3,80.97,-2,0.0,0.0
420,18,0.0,0,0,1.5,85.9,-2,0.0,0.0
